Focus on Item Group filter,专注于项目组过滤器,
Checkout Order / Submit Order / New Order,结帐订单/提交订单/新订单,
Add Order Discount,添加订单折扣,
Item Code: {0} is not available under warehouse {1}.,项目代码：{0}在仓库{1}下不可用。,
Serial numbers unavailable for Item {0} under warehouse {1}. Please try changing warehouse.,仓库{1}下项目{0}的序列号不可用。请尝试更换仓库。,
Fetched only {0} available serial numbers.,仅获取了{0}个可用序列号。,
Switch Between Payment Modes,在付款模式之间切换,
Enter {0} amount.,输入{0}金额。,
You don't have enough points to redeem.,您的积分不足以兑换。,
You can redeem upto {0}.,您最多可以兑换{0}。,
Enter amount to be redeemed.,输入要兑换的金额。,
You cannot redeem more than {0}.,您最多只能兑换{0}个。,
Open Form View,打开表单视图,
POS invoice {0} created succesfully,成功创建POS发票{0},
Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2}.,仓库{1}下的存货数量不足以用于物料代码{0}。可用数量{2}。,
Serial No: {0} has already been transacted into another POS Invoice.,序列号：{0}已被交易到另一个POS发票中。,
Balance Serial No,天平序列号,
Warehouse: {0} does not belong to {1},仓库：{0}不属于{1},
Please select batches for batched item {0},请为批次项目{0}选择批次,
Please select quantity on row {0},请在第{0}行上选择数量,
Please enter serial numbers for serialized item {0},请输入序列化项目{0}的序列号,
Batch {0} already selected.,已选择批次{0}。,
Please select a warehouse to get available quantities,请选择一个仓库以获取可用数量,
"For transfer from source, selected quantity cannot be greater than available quantity",对于从源转移，所选数量不能大于可用数量,
Cannot find Item with this Barcode,用此条形码找不到物品,
{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},{0}是必需的。也许没有为{1}至{2}创建货币兑换记录,
{} has submitted assets linked to it. You need to cancel the assets to create purchase return.,{}已提交与其关联的资产。您需要取消资产以创建购买退货。,
Cannot cancel this document as it is linked with submitted asset {0}. Please cancel it to continue.,由于该文档与已提交的资产{0}链接，因此无法取消。请取消它以继续。,
Row #{}: Serial No. {} has already been transacted into another POS Invoice. Please select valid serial no.,第{}行：序列号{}已被交易到另一个POS发票中。请选择有效的序列号,
Row #{}: Serial Nos. {} has already been transacted into another POS Invoice. Please select valid serial no.,第{}行：序列号{}已被交易到另一个POS发票中。请选择有效的序列号,
Item Unavailable,物品不可用,
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},第＃{}行：由于未在原始发票{}中进行交易，因此无法返回序列号{},
Please set default Cash or Bank account in Mode of Payment {},请在付款方式{}中设置默认的现金或银行帐户,
Please set default Cash or Bank account in Mode of Payments {},请在付款方式{}中设置默认的现金或银行帐户,
Please ensure {} account is a Balance Sheet account. You can change the parent account to a Balance Sheet account or select a different account.,请确保{}帐户是资产负债表帐户。您可以将父帐户更改为资产负债表帐户，也可以选择其他帐户。,
Please ensure {} account is a Payable account. Change the account type to Payable or select a different account.,请确保{}帐户是应付帐户。将帐户类型更改为“应付帐款”或选择其他帐户。,
Row {}: Expense Head changed to {} ,第{}行：费用总目已更改为{},
because account {} is not linked to warehouse {} ,因为帐户{}未链接到仓库{},
or it is not the default inventory account,或它不是默认的库存帐户,
Expense Head Changed,费用总目已更改,
because expense is booked against this account in Purchase Receipt {},因为费用是在采购收据{}中为此帐户预订的,
as no Purchase Receipt is created against Item {}. ,因为没有针对物料{}创建采购收据。,
This is done to handle accounting for cases when Purchase Receipt is created after Purchase Invoice,这样做是为了处理在采购发票后创建采购收货的情况,
Purchase Order Required for item {},项目{}所需的采购订单,
To submit the invoice without purchase order please set {} ,要提交不含采购订单的发票，请设置{},
as {} in {},如{}中的{},
Mandatory Purchase Order,强制性采购订单,
Purchase Receipt Required for item {},项目{}的采购收据,
To submit the invoice without purchase receipt please set {} ,要提交没有购买收据的发票，请设置{},
Mandatory Purchase Receipt,强制性收货,
POS Profile {} does not belongs to company {},POS个人资料{}不属于公司{},
User {} is disabled. Please select valid user/cashier,用户{}被禁用。请选择有效的用户/出纳员,
Row #{}: Original Invoice {} of return invoice {} is {}. ,第＃{}行：退货发票{}的原始发票{}为{}。,
Original invoice should be consolidated before or along with the return invoice.,原始发票应在退货发票之前或与之合并。,
You can add original invoice {} manually to proceed.,您可以手动添加原始发票{}以继续。,
Please ensure {} account is a Balance Sheet account. ,请确保{}帐户是资产负债表帐户。,
You can change the parent account to a Balance Sheet account or select a different account.,您可以将父帐户更改为资产负债表帐户，也可以选择其他帐户。,
Please ensure {} account is a Receivable account. ,请确保{}帐户是应收帐款帐户。,
Change the account type to Receivable or select a different account.,将帐户类型更改为“应收帐款”或选择其他帐户。,
{} can't be cancelled since the Loyalty Points earned has been redeemed. First cancel the {} No {},由于所赚取的忠诚度积分已被兑换，因此无法取消{}。首先取消{}否{},
already exists,已经存在,
POS Closing Entry {} against {} between selected period,选定期间之间的POS关闭条目{}对{},
POS Invoice is {},POS发票为{},
POS Profile doesn't matches {},POS个人资料与{}不匹配,
POS Invoice is not {},POS发票不是{},
POS Invoice isn't created by user {},POS发票不是由用户{}创建的,
Row #{}: {},第＃{}行：{},
Invalid POS Invoices,无效的POS发票,
Please add the account to root level Company - {},请将帐户添加到根级别的公司-{},
"While creating account for Child Company {0}, parent account {1} not found. Please create the parent account in corresponding COA",为子公司{0}创建帐户时，找不到父帐户{1}。请在相应的COA中创建上级帐户,
Account Not Found,找不到帐户,
"While creating account for Child Company {0}, parent account {1} found as a ledger account.",在为子公司{0}创建帐户时，发现父帐户{1}是分类帐。,
Please convert the parent account in corresponding child company to a group account.,请将相应子公司中的母公司帐户转换为组帐户。,
Invalid Parent Account,无效的上级帐户,
"Renaming it is only allowed via parent company {0}, to avoid mismatch.",重命名仅允许通过母公司{0}进行，以避免不匹配。,
"If you {0} {1} quantities of the item {2}, the scheme {3} will be applied on the item.",如果您{0} {1}数量的项目{2}，则方案{3}将应用于该项目。,
"If you {0} {1} worth item {2}, the scheme {3} will be applied on the item.",如果您{0} {1}值得项目{2}，则方案{3}将应用于该项目。,
"As the field {0} is enabled, the field {1} is mandatory.",当启用字段{0}时，字段{1}是必填字段。,
"As the field {0} is enabled, the value of the field {1} should be more than 1.",启用字段{0}时，字段{1}的值应大于1。,
Cannot deliver Serial No {0} of item {1} as it is reserved to fullfill Sales Order {2},无法交付物料{1}的序列号{0}，因为已保留该物料以填写销售订单{2},
"Sales Order {0} has reservation for the item {1}, you can only deliver reserved {1} against {0}.",销售订单{0}对物料{1}有保留，您只能针对{0}交付保留的{1}。,
{0} Serial No {1} cannot be delivered,{0}序列号{1}无法传递,
Row {0}: Subcontracted Item is mandatory for the raw material {1},第{0}行：原材料{1}必须使用转包物料,
"As there are sufficient raw materials, Material Request is not required for Warehouse {0}.",由于有足够的原材料，因此仓库{0}不需要“物料请求”。,
" If you still want to proceed, please enable {0}.",如果仍然要继续，请启用{0}。,
The item referenced by {0} - {1} is already invoiced,{0}-{1}引用的商品已开票,
Therapy Session overlaps with {0},治疗会话与{0}重叠,
Therapy Sessions Overlapping,治疗会议重叠,
Therapy Plans,治疗计划,
"Item Code, warehouse, quantity are required on row {0}",在第{0}行中需要提供物料代码，仓库，数量,
Get Items from Material Requests against this Supplier,从针对此供应商的物料请求中获取物料,
Enable European Access,启用欧洲访问,
Creating Purchase Order ...,创建采购订单...,
"Select a Supplier from the Default Suppliers of the items below. On selection, a Purchase Order will be made against items belonging to the selected Supplier only.",从以下各项的默认供应商中选择供应商。选择后，将针对仅属于所选供应商的项目下达采购订单。,
Row #{}: You must select {} serial numbers for item {}.,行号{}：您必须为项目{}选择{}序列号。,
Accountant,公司財務,
Accounting,公司財務,
Accounts,公司財務,
Projects,軟件開發項目,
DocType: Accounting Period,Period Name,期間名稱
DocType: Employee,Salary Mode,薪酬模式
DocType: Patient,Divorced,離婚
DocType: Support Settings,Post Route Key,郵政路線密鑰
DocType: Buying Settings,Allow Item to be added multiple times in a transaction,允許項目在一個交易中被多次新增
apps/erpnext/erpnext/support/doctype/warranty_claim/warranty_claim.py +33,Cancel Material Visit {0} before cancelling this Warranty Claim,材質訪問{0}之前取消此保修索賠取消
apps/erpnext/erpnext/config/education.py +118,Assessment Reports,評估報告
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +19,Consumer Products,消費類產品
DocType: Supplier Scorecard,Notify Supplier,通知供應商
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.js +52,Please select Party Type first,請選擇黨第一型
DocType: Item,Customer Items,客戶項目
DocType: Project,Costing and Billing,成本核算和計費
apps/erpnext/erpnext/hr/doctype/employee_advance/employee_advance.py +43,Advance account currency should be same as company currency {0},預付帳戶貨幣應與公司貨幣{0}相同
DocType: QuickBooks Migrator,Token Endpoint,令牌端點
apps/erpnext/erpnext/accounts/doctype/account/account.py +55,Account {0}: Parent account {1} can not be a ledger,帳戶{0}：父帳戶{1}不能是總帳
DocType: Item,Publish Item to hub.erpnext.com,發布項目hub.erpnext.com
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +270,Cannot find active Leave Period,找不到有效的休假期
apps/erpnext/erpnext/hr/doctype/employee/employee_dashboard.py +22,Evaluation,評估
DocType: Item,Default Unit of Measure,預設的計量單位
DocType: SMS Center,All Sales Partner Contact,所有的銷售合作夥伴聯絡
DocType: Department,Leave Approvers,休假審批人
DocType: Employee,Bio / Cover Letter,生物/求職信
DocType: Patient Encounter,Investigations,調查
DocType: Restaurant Order Entry,Click Enter To Add,點擊輸入要添加
apps/erpnext/erpnext/erpnext_integrations/doctype/shopify_settings/shopify_settings.py +29,"Missing value for Password, API Key or Shopify URL",缺少密碼，API密鑰或Shopify網址的值
apps/erpnext/erpnext/public/js/setup_wizard.js +243,All Accounts,所有帳戶
apps/erpnext/erpnext/hr/doctype/employee_transfer/employee_transfer.py +15,Cannot transfer Employee with status Left,無法轉移狀態為左的員工
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +216,"Stopped Production Order cannot be cancelled, Unstop it first to cancel",停止生產訂單無法取消，首先Unstop它取消
apps/erpnext/erpnext/assets/doctype/asset/asset.js +338,Do you really want to scrap this asset?,難道你真的想放棄這項資產？
DocType: Drug Prescription,Update Schedule,更新時間表
apps/erpnext/erpnext/buying/report/quoted_item_comparison/quoted_item_comparison.js +44,Select Default Supplier,選擇默認供應商
apps/erpnext/erpnext/hr/doctype/job_offer/job_offer.js +26,Show Employee,顯示員工
DocType: Exchange Rate Revaluation Account,New Exchange Rate,新匯率
apps/erpnext/erpnext/shopping_cart/doctype/shopping_cart_settings/shopping_cart_settings.py +38,Currency is required for Price List {0},價格表{0}需填入貨幣種類
DocType: Sales Taxes and Charges Template,* Will be calculated in the transaction.,*將被計算在該交易。
DocType: Purchase Order,Customer Contact,客戶聯絡
DocType: Patient Appointment,Check availability,檢查可用性
DocType: Retention Bonus,Bonus Payment Date,獎金支付日期
DocType: Employee,Job Applicant,求職者
apps/erpnext/erpnext/buying/doctype/supplier/supplier_dashboard.py +6,This is based on transactions against this Supplier. See timeline below for details,這是基於對這種供應商的交易。詳情請參閱以下時間表
DocType: Manufacturing Settings,Overproduction Percentage For Work Order,工作訂單的生產率過高百分比
DocType: Delivery Note,Transport Receipt Date,運輸收貨日期
DocType: Shopify Settings,Sales Order Series,銷售訂單系列
apps/erpnext/erpnext/hr/utils.py +222,"More than one selection for {0} not \
			allowed",對{0}的多個選擇不是\允許的
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +204,Actual type tax cannot be included in Item rate in row {0},實際類型稅不能被包含在商品率排{0}
DocType: Allowed To Transact With,Allowed To Transact With,允許與
DocType: Bank Guarantee,Customer,客戶
DocType: Purchase Receipt Item,Required By,需求來自
DocType: Delivery Note,Return Against Delivery Note,射向送貨單
DocType: Asset Category,Finance Book Detail,財務圖書細節
DocType: Purchase Order,% Billed,％已開立帳單
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +41,Exchange Rate must be same as {0} {1} ({2}),匯率必須一致{0} {1}（{2}）
DocType: Sales Invoice,Customer Name,客戶名稱
DocType: Vehicle,Natural Gas,天然氣
apps/erpnext/erpnext/setup/setup_wizard/operations/company_setup.py +63,Bank account cannot be named as {0},銀行賬戶不能命名為{0}
DocType: Employee Tax Exemption Declaration,HRA as per Salary Structure,HRA根據薪資結構
DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,頭（或組）針對其會計分錄是由和平衡得以維持。
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +197,Outstanding for {0} cannot be less than zero ({1}),傑出的{0}不能小於零（ {1} ）
apps/erpnext/erpnext/public/js/controllers/transaction.js +882,Service Stop Date cannot be before Service Start Date,服務停止日期不能早於服務開始日期
DocType: Manufacturing Settings,Default 10 mins,預設為10分鐘
DocType: Leave Type,Leave Type Name,休假類型名稱
apps/erpnext/erpnext/templates/pages/projects.js +66,Show open,公開顯示
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html +6,Checkout,查看
DocType: Asset Finance Book,Depreciation Start Date,折舊開始日期
DocType: Pricing Rule,Apply On,適用於
DocType: Item Price,Multiple Item prices.,多個項目的價格。
,Purchase Order Items To Be Received,未到貨的採購訂單項目
DocType: SMS Center,All Supplier Contact,所有供應商聯絡
DocType: Support Settings,Support Settings,支持設置
apps/erpnext/erpnext/projects/doctype/project/project.py +84,Expected End Date can not be less than Expected Start Date,預計結束日期不能小於預期開始日期
DocType: Amazon MWS Settings,Amazon MWS Settings,亞馬遜MWS設置
apps/erpnext/erpnext/utilities/transaction_base.py +126,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,行＃{0}：速率必須與{1}：{2}（{3} / {4}）
,Batch Item Expiry Status,批處理項到期狀態
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +137,Bank Draft,銀行匯票
DocType: Mode of Payment Account,Mode of Payment Account,支付帳戶模式
apps/erpnext/erpnext/config/healthcare.py +8,Consultation,會診
DocType: Accounts Settings,Show Payment Schedule in Print,在打印中顯示付款時間表
apps/erpnext/erpnext/accounts/report/sales_payment_summary/sales_payment_summary.py +21,Sales and Returns,銷售和退貨
apps/erpnext/erpnext/stock/doctype/item/item.js +58,Show Variants,顯示變體
DocType: Academic Term,Academic Term,學期
DocType: Employee Tax Exemption Sub Category,Employee Tax Exemption Sub Category,員工免稅子類別
apps/erpnext/erpnext/hr/doctype/employee_benefit_claim/employee_benefit_claim.py +61,"Maximum benefit of employee {0} exceeds {1} by the sum {2} of benefit application pro-rata component\
			amount and previous claimed amount",員工{0}的最高福利超過{1}，福利應用程序按比例分量\金額和上次索賠金額的總和{2}
DocType: Opening Invoice Creation Tool Item,Quantity,數量
,Customers Without Any Sales Transactions,沒有任何銷售交易的客戶
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +590,Accounts table cannot be blank.,賬表不能為空。
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +164,Loans (Liabilities),借款（負債）
DocType: Patient Encounter,Encounter Time,遇到時間
DocType: Staffing Plan Detail,Total Estimated Cost,預計總成本
DocType: Employee Education,Year of Passing,路過的一年
DocType: Routing,Routing Name,路由名稱
DocType: Item,Country of Origin,出生國家
DocType: Soil Texture,Soil Texture Criteria,土壤質地標準
apps/erpnext/erpnext/templates/includes/product_page.js +34,In Stock,庫存
apps/erpnext/erpnext/public/js/utils/customer_quick_entry.js +16,Primary Contact Details,主要聯繫方式
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +46,Open Issues,開放式問題
DocType: Production Plan Item,Production Plan Item,生產計劃項目
apps/erpnext/erpnext/hr/doctype/employee/employee.py +166,User {0} is already assigned to Employee {1},用戶{0}已經被分配給員工{1}
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +31,Health Care,保健
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),延遲支付（天）
DocType: Payment Terms Template Detail,Payment Terms Template Detail,付款條款模板細節
DocType: Delivery Note,Issue Credit Note,發行信用票據
DocType: Lab Prescription,Lab Prescription,實驗室處方
,Delay Days,延遲天數
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,服務費用
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +1009,Serial Number: {0} is already referenced in Sales Invoice: {1},序號：{0}已在銷售發票中引用：{1}
DocType: Bank Statement Transaction Invoice Item,Invoice,發票
DocType: Purchase Invoice Item,Item Weight Details,項目重量細節
DocType: Asset Maintenance Log,Periodicity,週期性
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,會計年度{0}是必需的
DocType: Crop Cycle,The minimum distance between rows of plants for optimum growth,植株之間的最小距離，以獲得最佳生長
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +21,Defense,防禦
DocType: Salary Component,Abbr,縮寫
DocType: Timesheet,Total Costing Amount,總成本計算金額
DocType: Delivery Note,Vehicle No,車輛牌照號碼
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +177,Please select Price List,請選擇價格表
DocType: Accounts Settings,Currency Exchange Settings,貨幣兌換設置
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +94,Row #{0}: Payment document is required to complete the trasaction,列＃{0}：付款單據才能完成trasaction
DocType: Work Order Operation,Work In Progress,在製品
apps/erpnext/erpnext/education/report/absent_student_report/absent_student_report.py +13,Please select date,請選擇日期
DocType: Item Price,Minimum Qty ,最低數量
DocType: Finance Book,Finance Book,金融書
DocType: Daily Work Summary Group,Holiday List,假日列表
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py +90,Accountant,會計人員
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py +61,Selling Price List,賣價格表
DocType: Patient,Tobacco Current Use,煙草當前使用
apps/erpnext/erpnext/stock/report/item_price_stock/item_price_stock.py +68,Selling Rate,賣出率
DocType: Cost Center,Stock User,庫存用戶
DocType: Soil Analysis,(Ca+Mg)/K,（鈣+鎂）/ K
DocType: Delivery Stop,Contact Information,聯繫信息
DocType: Company,Phone No,電話號碼
DocType: Delivery Trip,Initial Email Notification Sent,初始電子郵件通知已發送
DocType: Bank Statement Settings,Statement Header Mapping,聲明標題映射
,Sales Partners Commission,銷售合作夥伴佣金
DocType: Purchase Invoice,Rounding Adjustment,舍入調整
apps/erpnext/erpnext/setup/doctype/company/company.py +50,Abbreviation cannot have more than 5 characters,縮寫不能有超過5個字符
apps/erpnext/erpnext/accounts/doctype/payment_order/payment_order.js +7,Payment Request,付錢請求
apps/erpnext/erpnext/config/accounts.py +556,To view logs of Loyalty Points assigned to a Customer.,查看分配給客戶的忠誠度積分的日誌。
DocType: Asset,Value After Depreciation,折舊後
apps/erpnext/erpnext/manufacturing/doctype/production_plan/production_plan_dashboard.py +8,Related,有關
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +46,Attendance date can not be less than employee's joining date,考勤日期不得少於員工的加盟日期
DocType: Grading Scale,Grading Scale Name,分級標準名稱
apps/erpnext/erpnext/public/js/hub/marketplace.js +147,Add Users to Marketplace,將用戶添加到市場
apps/erpnext/erpnext/accounts/doctype/account/account.js +37,This is a root account and cannot be edited.,這是一個 root 帳戶，不能被編輯。
DocType: BOM,Operations,作業
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},不能在折扣的基礎上設置授權{0}
DocType: Subscription,Subscription Start Date,訂閱開始日期
DocType: Healthcare Settings,Default receivable accounts to be used if not set in Patient to book Appointment charges.,如果未在患者中設置預約費用，則使用默認應收帳戶。
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name",附加.csv文件有兩列，一為舊名稱，一個用於新名稱
apps/erpnext/erpnext/regional/report/eway_bill/eway_bill.py +195,From Address 2,來自地址2
apps/erpnext/erpnext/accounts/utils.py +74,{0} {1} not in any active Fiscal Year.,{0} {1} 不在任何有效的會計年度
DocType: Packed Item,Parent Detail docname,家長可採用DocName細節
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: {0}, Item Code: {1} and Customer: {2}",參考：{0}，商品編號：{1}和顧客：{2}
apps/erpnext/erpnext/accounts/report/consolidated_financial_statement/consolidated_financial_statement.py +377,{0} {1} is not present in the parent company,在母公司中不存在{0} {1}
apps/erpnext/erpnext/accounts/doctype/subscription/subscription.py +215,Trial Period End Date Cannot be before Trial Period Start Date,試用期結束日期不能在試用期開始日期之前
apps/erpnext/erpnext/utilities/user_progress.py +146,Kg,公斤
DocType: Tax Withholding Category,Tax Withholding Category,預扣稅類別
apps/erpnext/erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py +23,Cancel the journal entry {0} first,首先取消日記條目{0}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.py +113,BOM is not specified for subcontracting item {0} at row {1},沒有為行{1}的轉包商品{0}指定BOM
apps/erpnext/erpnext/education/doctype/assessment_result_tool/assessment_result_tool.js +149,{0} Result submittted,{0}結果提交
apps/erpnext/erpnext/utilities/page/leaderboard/leaderboard.js +74,Timespan,時間跨度
apps/erpnext/erpnext/templates/pages/search_help.py +13,Help Results for,幫助結果
apps/erpnext/erpnext/public/js/stock_analytics.js +58,Select Warehouse...,選擇倉庫...
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +6,Advertising,廣告
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,同一家公司進入不止一次
apps/erpnext/erpnext/accounts/party.py +42,Not permitted for {0},不允許{0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +624,Get items from,取得項目來源
DocType: Price List,Price Not UOM Dependant,價格不依賴於UOM
DocType: Purchase Invoice,Apply Tax Withholding Amount,申請預扣稅金額
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +539,Stock cannot be updated against Delivery Note {0},送貨單{0}不能更新庫存
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py +124,Total Amount Credited,總金額
apps/erpnext/erpnext/templates/pages/home.py +25,Product {0},產品{0}
apps/erpnext/erpnext/templates/generators/item_group.html +33,No items listed,沒有列出項目
DocType: Asset Repair,Error Description,錯誤說明
DocType: Payment Reconciliation,Reconcile,調和
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +30,Grocery,雜貨
DocType: Quality Inspection Reading,Reading 1,閱讀1
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +40,Pension Funds,養老基金
DocType: Exchange Rate Revaluation Account,Gain/Loss,收益/損失
DocType: Accounts Settings,Use Custom Cash Flow Format,使用自定義現金流量格式
DocType: SMS Center,All Sales Person,所有的銷售人員
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,**月度分配**幫助你分配預算/目標跨越幾個月，如果你在你的業務有季節性。
apps/erpnext/erpnext/accounts/page/pos/pos.js +1768,Not items found,未找到項目
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +267,Salary Structure Missing,薪酬結構缺失
DocType: Lead,Person Name,人姓名
DocType: Sales Invoice Item,Sales Invoice Item,銷售發票項目
DocType: Account,Credit,信用
DocType: POS Profile,Write Off Cost Center,沖銷成本中心
apps/erpnext/erpnext/public/js/setup_wizard.js +117,"e.g. ""Primary School"" or ""University""",如“小學”或“大學”
apps/erpnext/erpnext/config/stock.py +28,Stock Reports,庫存報告
DocType: Warehouse,Warehouse Detail,倉庫的詳細資訊
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py +33,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,該期限結束日期不能晚於學年年終日期到這個詞聯繫在一起（學年{}）。請更正日期，然後再試一次。
apps/erpnext/erpnext/stock/doctype/item/item.py +298,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",“是固定的資產”不能選中，作為資產記錄存在對項目
DocType: Delivery Trip,Departure Time,出發時間
DocType: Vehicle Service,Brake Oil,剎車油
DocType: Tax Rule,Tax Type,稅收類型
,Completed Work Orders,完成的工作訂單
DocType: Support Settings,Forum Posts,論壇帖子
apps/erpnext/erpnext/controllers/taxes_and_totals.py +603,Taxable Amount,應稅金額
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +161,You are not authorized to add or update entries before {0},你無權添加或更新{0}之前的條目
DocType: Leave Policy,Leave Policy Details,退出政策詳情
DocType: BOM,Item Image (if not slideshow),產品圖片（如果不是幻燈片）
DocType: Work Order Operation,(Hour Rate / 60) * Actual Operation Time,（工時率/ 60）*實際操作時間
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +1136,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,行＃{0}：參考文檔類型必須是費用索賠或日記帳分錄之一
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +1053,Select BOM,選擇BOM
DocType: SMS Log,SMS Log,短信日誌
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,交付項目成本
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +39,The holiday on {0} is not between From Date and To Date,在{0}這個節日之間沒有從日期和結束日期
DocType: Inpatient Record,Admission Scheduled,入學時間表
DocType: Student Log,Student Log,學生登錄
apps/erpnext/erpnext/config/buying.py +165,Templates of supplier standings.,供應商榜單。
DocType: Lead,Interested,有興趣
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py +27,Opening,開盤
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +36,From {0} to {1},從{0} {1}
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +51,Failed to setup taxes,無法設置稅收
DocType: Item,Copy From Item Group,從項目群組複製
DocType: Journal Entry,Opening Entry,開放報名
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +25,Account Pay Only,賬戶只需支付
DocType: Loan,Repay Over Number of Periods,償還期的超過數
DocType: Stock Entry,Additional Costs,額外費用
apps/erpnext/erpnext/accounts/doctype/account/account.py +145,Account with existing transaction can not be converted to group.,帳戶與現有的交易不能被轉換到群組。
DocType: Lead,Product Enquiry,產品查詢
DocType: Education Settings,Validate Batch for Students in Student Group,驗證學生組學生的批次
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +38,No leave record found for employee {0} for {1},未找到員工的假期記錄{0} {1}
DocType: Company,Unrealized Exchange Gain/Loss Account,未實現的匯兌收益/損失賬戶
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +23,Please enter company first,請先輸入公司
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +626,Please select Company first,請首先選擇公司
DocType: Employee Education,Under Graduate,根據研究生
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +290,Please set default template for Leave Status Notification in HR Settings.,請在人力資源設置中設置離職狀態通知的默認模板。
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.js +27,Target On,目標在
DocType: BOM,Total Cost,總成本
DocType: Soil Analysis,Ca/K,鈣/ K
DocType: Salary Slip,Employee Loan,員工貸款
DocType: Fee Schedule,Send Payment Request Email,發送付款請求電子郵件
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +282,Item {0} does not exist in the system or has expired,項目{0}不存在於系統中或已過期
DocType: Supplier,Leave blank if the Supplier is blocked indefinitely,如果供應商被無限期封鎖，請留空
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py +44,Real Estate,房地產
